path,dataset,cap,model,seed,method,warmup,K,cls,count_raw,AP,precAtK,recAtK,n_uniq_score,frac_score_below_1e6,max_score,sat_epoch_raw,restored_from_raw,restore_kind,min_excess_raw,min_total_excess,last_c,eval_c,n_active_total,n_sat_total,dose_active,dose_sat,dose_frac,n_transitions,first_sat_c,peak_lambda,restored,unspent,is_tralo,traj_min_over_K,traj_max_over_K,traj_range_K,cum_excess_K,campaign,lr_c,AP_ce,precAtK_ce,dAP,dPrecK,over_unspent,abs_unspent
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,75,2,69,0.7309683404383006,0.8666666666666667,0.26,882,0.276,0.9999949,,,nan,29.0,63.0,29,29,29,0,29,0,1.0,0,,0.025368,0,0.08,0,,5.36,3.52,65.34666666666666,lrc1e-04_noskip,0.0001,0.680427716868293,0.8306666666666667,0.05054062357000766,0.03600000000000003,0.08,0.08
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,75,2,94,0.7363880807584706,0.88,0.264,900,0.223,0.99997807,,,nan,7.0,67.0,29,29,29,0,29,0,1.0,0,,0.028196,0,-0.25333333333333335,0,,5.333333333333333,3.44,74.36,lrc1e-04_noskip,0.0001,0.7490056135725762,0.8573333333333333,-0.012617532814105603,0.022666666666666724,0.0,0.25333333333333335
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,L30_G30,RegNetY400MF,1,tralo,1,75,2,121,0.7520266239331184,0.92,0.276,916,0.169,0.9999877,,24.0,min_excess,24.0,91.0,29,23,29,0,23,0,1.0,0,,0.11,1,-0.6133333333333333,1,1.8666666666666667,2.84,0.9733333333333334,6.546666666666667,lrc1e-04_noskip,0.0001,0.7130774306587018,0.8173333333333334,0.038949193274416594,0.10266666666666668,0.0,0.6133333333333333
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,L30_G30,RegNetY400MF,2,tralo,1,75,2,124,0.7160146073244622,0.8666666666666667,0.26,915,0.22,0.9999999,,29.0,min_excess,29.0,97.0,29,28,29,0,28,0,1.0,0,,0.11,1,-0.6533333333333333,1,1.72,3.2133333333333334,1.4933333333333334,7.68,lrc1e-04_noskip,0.0001,0.754518911767582,0.8453333333333333,-0.03850430444311981,0.021333333333333426,0.0,0.6533333333333333
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,L30_G30,RegNetY400MF,3,tralo,1,75,2,126,0.7009144846064651,0.8266666666666667,0.248,925,0.209,0.99999976,,,nan,10.0,101.0,29,29,29,0,29,0,1.0,0,,0.11,0,-0.68,1,1.68,2.9466666666666668,1.2666666666666666,8.866666666666667,lrc1e-04_noskip,0.0001,0.680427716868293,0.8306666666666667,0.02048676773817215,-0.0040000000000000036,0.0,0.68
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,L30_G30,RegNetY400MF,4,tralo,1,75,2,89,0.7363577678094129,0.88,0.264,980,0.008,0.99959165,,8.0,min_excess,8.0,27.0,29,7,29,0,7,0,1.0,0,,0.11,1,-0.18666666666666668,1,2.4,2.506666666666667,0.10666666666666667,2.9066666666666667,lrc1e-04_noskip,0.0001,0.7490056135725762,0.8573333333333333,-0.012647845763163357,0.022666666666666724,0.0,0.18666666666666668
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,fioretto_ldf,1,51,4,74,0.36602478743763034,0.5294117647058824,0.15789473684210525,2400,0.0,0.9671545,,5.0,min_excess,5.0,46.0,29,5,29,0,5,0,1.0,0,,21.250313,1,-0.45098039215686275,0,,7.549019607843137,5.647058823529412,23.215686274509803,lrc1e-04_noskip,0.0001,0.3815545842815669,0.5637254901960784,-0.015529796843936572,-0.03431372549019607,0.0,0.45098039215686275
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,fioretto_ldf,1,51,4,101,0.41595866292658606,0.6470588235294118,0.19298245614035087,2400,0.0,0.8684517,,2.0,min_excess,2.0,100.0,29,2,29,0,2,0,1.0,0,,18.932156,1,-0.9803921568627451,0,,7.196078431372549,4.235294117647059,8.156862745098039,lrc1e-04_noskip,0.0001,0.3462893098101365,0.5168718650250798,0.06966935311644956,0.13018695850433204,0.0,0.9803921568627451
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,L30_G30,RegNetY400MF,3,fioretto_ldf,1,51,4,78,0.4160321002580541,0.6470588235294118,0.19298245614035087,2398,0.0,0.97070307,,3.0,min_excess,3.0,54.0,29,3,29,0,3,0,1.0,0,,18.468748,1,-0.5294117647058824,0,,5.196078431372549,3.1372549019607843,8.980392156862745,lrc1e-04_noskip,0.0001,0.3973471766257748,0.5557455540355678,0.018684923632279304,0.091313269493844,0.0,0.5294117647058824
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,L30_G30,RegNetY400MF,4,fioretto_ldf,1,51,4,107,0.38487164601217827,0.5490196078431373,0.16374269005847952,2400,0.0,0.9998789,,8.0,min_excess,8.0,112.0,29,8,29,0,8,0,1.0,0,,20.499089,1,-1.0980392156862746,0,,7.862745098039215,4.666666666666667,36.15686274509804,lrc1e-04_noskip,0.0001,0.4114904495777295,0.6084131326949385,-0.02661880356555124,-0.05939352485180116,0.0,1.0980392156862746
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,hounie_rcl,1,51,4,103,0.3865354881989905,0.5882352941176471,0.17543859649122806,2384,0.034583333333333334,0.99999976,,23.0,min_excess,23.0,104.0,29,23,29,0,23,0,1.0,0,,0.016624,1,-1.0196078431372548,0,,11.235294117647058,8.196078431372548,125.49019607843137,lrc1e-04_noskip,0.0001,0.3815545842815669,0.5637254901960784,0.0049809039174235625,0.02450980392156865,0.0,1.0196078431372548
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,hounie_rcl,1,51,4,101,0.41595866292658606,0.6470588235294118,0.19298245614035087,2400,0.0,0.8684517,,2.0,min_excess,2.0,100.0,29,2,29,0,2,0,1.0,0,,0.015842,1,-0.9803921568627451,0,,7.196078431372549,4.235294117647059,8.156862745098039,lrc1e-04_noskip,0.0001,0.3462893098101365,0.5168718650250798,0.06966935311644956,0.13018695850433204,0.0,0.9803921568627451
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,L30_G30,RegNetY400MF,3,hounie_rcl,1,51,4,86,0.4429713849593309,0.5882352941176471,0.17543859649122806,2400,0.0,0.91689706,,3.0,min_excess,3.0,70.0,29,3,29,0,3,0,1.0,0,,0.016514,1,-0.6862745098039216,0,,5.196078431372549,2.823529411764706,9.294117647058824,lrc1e-04_noskip,0.0001,0.3973471766257748,0.5557455540355678,0.04562420833355613,0.03248974008207928,0.0,0.6862745098039216
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,L30_G30,RegNetY400MF,4,hounie_rcl,1,51,4,105,0.3562319557558725,0.5882352941176471,0.17543859649122806,2397,0.015,0.99998736,,22.0,min_excess,22.0,108.0,29,22,29,0,22,0,1.0,0,,0.016056,1,-1.0588235294117647,0,,10.92156862745098,7.803921568627451,121.45098039215686,lrc1e-04_noskip,0.0001,0.4114904495777295,0.6084131326949385,-0.05525849382185699,-0.020177838577291385,0.0,1.0588235294117647
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,L30_G30,RegNetY400MF,1,tralo,1,51,4,105,0.3517354705612637,0.5882352941176471,0.17543859649122806,2397,0.0033333333333333335,0.9999348,,17.0,min_excess,17.0,108.0,29,16,29,0,16,0,1.0,0,,0.11,1,-1.0588235294117647,1,2.843137254901961,6.0588235294117645,3.215686274509804,11.96078431372549,lrc1e-04_noskip,0.0001,0.3815545842815669,0.5637254901960784,-0.029819113720303214,0.02450980392156865,0.0,1.0588235294117647
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,L30_G30,RegNetY400MF,2,tralo,1,51,4,123,0.4170239495472287,0.6274509803921569,0.1871345029239766,2399,0.0,0.98395145,,5.0,min_excess,5.0,144.0,29,4,29,0,4,0,1.0,0,,0.11,1,-1.411764705882353,1,2.411764705882353,4.098039215686274,1.6862745098039216,4.509803921568627,lrc1e-04_noskip,0.0001,0.3462893098101365,0.5168718650250798,0.07073463973709221,0.1105791153670771,0.0,1.411764705882353
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,L30_G30,RegNetY400MF,3,tralo,1,51,4,111,0.4104309011286234,0.5490196078431373,0.16374269005847952,2400,0.0,0.9559435,,4.0,min_excess,4.0,120.0,29,3,29,0,3,0,1.0,0,,0.11,1,-1.1764705882352942,1,3.0980392156862746,3.0980392156862746,0.0,2.0980392156862746,lrc1e-04_noskip,0.0001,0.3973471766257748,0.5557455540355678,0.013083724502848615,-0.006725946192430499,0.0,1.1764705882352942
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,L30_G30,RegNetY400MF,4,tralo,1,51,4,136,0.36359285552718557,0.5882352941176471,0.17543859649122806,2391,0.03875,0.9999962,,28.0,min_excess,28.0,170.0,29,27,29,0,27,0,1.0,0,,0.11,1,-1.6666666666666667,1,3.3529411764705883,5.0,1.6470588235294117,19.07843137254902,lrc1e-04_noskip,0.0001,0.4114904495777295,0.6084131326949385,-0.047897594050543946,-0.020177838577291385,0.0,1.6666666666666667
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,112,4,91,0.6183982790447494,0.75,0.37668161434977576,1993,0.016475287069395907,0.9999746,16.0,,nan,16.0,0.0,20,20,15,5,15,5,0.75,1,16.0,6.337145,0,0.1875,0,,3.6339285714285716,2.6339285714285716,19.705357142857142,lrc1e-04_noskip,0.0001,0.7013511596879296,0.8674040511727079,-0.08295288064318018,-0.11740405117270791,0.1875,0.1875
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,112,4,69,0.618833706892146,0.7589285714285714,0.3811659192825112,1983,0.04792810783824263,0.99994516,18.0,,nan,18.0,0.0,22,22,17,5,17,5,0.7727272727272727,1,18.0,5.997639,0,0.38392857142857145,0,,3.3660714285714284,2.3660714285714284,18.598214285714285,lrc1e-04_noskip,0.0001,0.640130894062552,0.7973747334754797,-0.021297187170405962,-0.038446162046908317,0.38392857142857145,0.38392857142857145
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,112,4,48,0.6050725719671165,0.7678571428571429,0.38565022421524664,1976,0.046929605591612585,0.99998224,17.0,,nan,17.0,0.0,21,21,16,5,16,5,0.7619047619047619,1,17.0,6.6591,0,0.5714285714285714,0,,4.491071428571429,3.4910714285714284,22.044642857142858,lrc1e-04_noskip,0.0001,0.7020126218145958,0.8376199360341151,-0.09694004984747928,-0.0697627931769722,0.5714285714285714,0.5714285714285714
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,112,4,99,0.5969347987551573,0.7053571428571429,0.3542600896860987,1998,0.021467798302546182,0.9999944,15.0,,nan,15.0,0.0,19,19,14,5,14,5,0.7368421052631579,1,15.0,4.862887,0,0.11607142857142858,0,,2.919642857142857,1.9196428571428572,14.776785714285714,lrc1e-04_noskip,0.0001,0.7005271208528738,0.8510127931769722,-0.10359232209771652,-0.1456556503198293,0.11607142857142858,0.11607142857142858
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,112,4,42,0.5129203106947028,0.6964285714285714,0.34977578475336324,1959,0.08936595107338992,0.99985945,20.0,,nan,20.0,0.0,24,24,19,5,19,5,0.7916666666666666,1,20.0,0.007413,0,0.625,0,,3.2589285714285716,2.2589285714285716,23.107142857142858,lrc1e-04_noskip,0.0001,0.7013511596879296,0.8674040511727079,-0.18843084899322682,-0.17097547974413652,0.625,0.625
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,112,4,34,0.5211105933433501,0.7053571428571429,0.3542600896860987,1947,0.1163255117324014,0.99970055,25.0,,nan,25.0,0.0,29,29,24,5,24,5,0.8275862068965517,1,25.0,0.008477,0,0.6964285714285714,0,,3.169642857142857,2.169642857142857,26.741071428571427,lrc1e-04_noskip,0.0001,0.640130894062552,0.7973747334754797,-0.11902030071920189,-0.09201759061833681,0.6964285714285714,0.6964285714285714
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,112,4,28,0.5308312386335917,0.7321428571428571,0.36771300448430494,1945,0.10683974038941588,0.9999908,22.0,,nan,22.0,0.0,26,26,21,5,21,5,0.8076923076923077,1,22.0,0.007449,0,0.75,0,,4.491071428571429,3.4910714285714284,24.8125,lrc1e-04_noskip,0.0001,0.7020126218145958,0.8376199360341151,-0.17118138318100407,-0.10547707889125801,0.75,0.75
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,112,4,16,0.5026997410940586,0.6785714285714286,0.34080717488789236,1947,0.09136295556665003,0.99658465,22.0,,nan,22.0,0.0,26,26,21,5,21,5,0.8076923076923077,1,22.0,0.007456,0,0.8571428571428571,0,,3.419642857142857,2.419642857142857,23.508928571428573,lrc1e-04_noskip,0.0001,0.7005271208528738,0.8510127931769722,-0.19782737975881526,-0.1724413646055436,0.8571428571428571,0.8571428571428571
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,L50_G50,RegNetY400MF,1,tralo,1,112,4,114,0.6470455530065607,0.7946428571428571,0.3991031390134529,1936,0.12231652521218173,0.99999344,,,nan,17.0,8.0,29,29,29,0,29,0,1.0,0,,0.11,0,-0.017857142857142856,1,1.2321428571428572,1.9821428571428572,0.75,4.241071428571429,lrc1e-04_noskip,0.0001,0.7013511596879296,0.8674040511727079,-0.054305606681368856,-0.07276119402985082,0.0,0.017857142857142856
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,dermmnist,L50_G50,RegNetY400MF,2,tralo,1,112,4,132,0.6200126260675138,0.7678571428571429,0.38565022421524664,1984,0.0399400898652022,0.9999964,,20.0,min_excess,20.0,41.0,29,19,29,0,19,0,1.0,0,,0.11,1,-0.17857142857142858,1,1.1785714285714286,1.8571428571428572,0.6785714285714286,2.830357142857143,lrc1e-04_noskip,0.0001,0.640130894062552,0.7973747334754797,-0.02011826799503813,-0.02951759061833681,0.0,0.17857142857142858
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,dermmnist,L50_G50,RegNetY400MF,3,tralo,1,112,4,116,0.630866696444342,0.7410714285714286,0.3721973094170404,2002,0.0,0.99819046,,4.0,min_excess,4.0,12.0,29,3,29,0,3,0,1.0,0,,0.11,1,-0.03571428571428571,1,2.7410714285714284,2.7410714285714284,0.0,1.7410714285714286,lrc1e-04_noskip,0.0001,0.7020126218145958,0.8376199360341151,-0.07114592537025377,-0.0965485074626865,0.0,0.03571428571428571
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,dermmnist,L50_G50,RegNetY400MF,4,tralo,1,112,4,112,0.6757518935962892,0.8392857142857143,0.42152466367713004,1928,0.13379930104842735,0.9999944,,,nan,11.0,15.0,29,29,29,0,29,0,1.0,0,,0.11,0,0.0,1,1.2053571428571428,2.232142857142857,1.0267857142857142,4.098214285714286,lrc1e-04_noskip,0.0001,0.7005271208528738,0.8510127931769722,-0.024775227256584653,-0.011727078891257903,0.0,0.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,125,2,134,0.7502314134286019,0.856,0.428,934,0.155,0.9999918,,24.0,min_excess,24.0,20.0,29,24,29,0,24,0,1.0,0,,8.872518,1,-0.072,0,,3.352,2.192,23.216,lrc1e-04_noskip,0.0001,0.7130774306587018,0.8173333333333334,0.03715398276990012,0.03866666666666663,0.0,0.072
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,125,2,81,0.7711450729600202,0.84,0.42,895,0.272,0.999998,26.0,26.0,fully_satisfied,26.0,0.0,29,26,28,1,25,1,0.9615384615384616,2,26.0,5.80123,1,0.352,0,,2.552,1.552,15.8,lrc1e-04_noskip,0.0001,0.754518911767582,0.8453333333333333,0.016626161192438205,-0.005333333333333301,0.352,0.352
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,125,2,116,0.6524936729647852,0.736,0.368,974,0.065,0.99997973,3.0,18.0,fully_satisfied,3.0,0.0,29,18,25,4,14,4,0.7777777777777778,4,3.0,6.372962,1,0.072,0,,2.872,1.872,9.296,lrc1e-04_noskip,0.0001,0.680427716868293,0.8306666666666667,-0.027934043903507733,-0.09466666666666668,0.072,0.072
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,125,2,110,0.6985667867227979,0.768,0.384,968,0.115,0.99998355,15.0,17.0,fully_satisfied,15.0,0.0,29,17,27,2,15,2,0.8823529411764706,4,15.0,6.31548,1,0.12,0,,2.392,1.392,10.984,lrc1e-04_noskip,0.0001,0.7490056135725762,0.8573333333333333,-0.050438826849778295,-0.08933333333333326,0.12,0.12
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,125,2,135,0.6936655776390206,0.752,0.376,977,0.109,0.99999905,,16.0,min_excess,16.0,20.0,29,16,29,0,16,0,1.0,0,,0.015889,1,-0.08,0,,2.904,1.744,12.88,lrc1e-04_noskip,0.0001,0.7130774306587018,0.8173333333333334,-0.01941185301968118,-0.06533333333333335,0.0,0.08
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,125,2,111,0.7359659590527486,0.8,0.4,882,0.274,0.99999976,3.0,27.0,fully_satisfied,3.0,0.0,29,27,24,5,22,5,0.8148148148148148,10,3.0,0.008697,1,0.112,0,,2.36,1.36,13.288,lrc1e-04_noskip,0.0001,0.754518911767582,0.8453333333333333,-0.01855295271483337,-0.045333333333333226,0.112,0.112
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,125,2,115,0.6970791274014569,0.792,0.396,980,0.0,0.99983406,3.0,5.0,fully_satisfied,3.0,0.0,29,5,27,2,3,2,0.6,4,3.0,0.013855,1,0.08,0,,2.456,1.456,1.528,lrc1e-04_noskip,0.0001,0.680427716868293,0.8306666666666667,0.01665141053316399,-0.03866666666666663,0.08,0.08
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,125,2,99,0.7252840383350404,0.816,0.408,940,0.181,0.9999999,,,nan,9.0,2.0,29,29,29,0,29,0,1.0,0,,0.011981,0,0.208,0,,3.24,2.224,19.32,lrc1e-04_noskip,0.0001,0.7490056135725762,0.8573333333333333,-0.02372157523753582,-0.04133333333333333,0.208,0.208
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,octmnist,L50_G50,RegNetY400MF,1,tralo,1,125,2,110,0.7562600735270854,0.848,0.424,960,0.118,0.9999994,16.0,16.0,fully_satisfied,16.0,0.0,29,15,28,1,14,1,0.9333333333333333,2,15.0,0.08,1,0.12,1,0.88,1.704,0.824,1.408,lrc1e-04_noskip,0.0001,0.7130774306587018,0.8173333333333334,0.04318264286838358,0.03066666666666662,0.12,0.12
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,octmnist,L50_G50,RegNetY400MF,2,tralo,1,125,2,108,0.7029863068889415,0.736,0.368,845,0.307,0.99995387,7.0,,nan,7.0,0.0,29,29,26,3,26,3,0.896551724137931,5,6.0,0.06,0,0.136,1,0.856,1.904,1.048,2.152,lrc1e-04_noskip,0.0001,0.754518911767582,0.8453333333333333,-0.05153260487864053,-0.10933333333333328,0.136,0.136
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,octmnist,L50_G50,RegNetY400MF,3,tralo,1,125,2,109,0.6989346154196986,0.824,0.412,984,0.0,0.99815387,4.0,4.0,fully_satisfied,4.0,0.0,29,3,28,1,2,1,0.6666666666666666,2,3.0,0.05,1,0.128,1,0.872,1.728,0.856,0.728,lrc1e-04_noskip,0.0001,0.680427716868293,0.8306666666666667,0.018506898551405637,-0.00666666666666671,0.128,0.128
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,octmnist,L50_G50,RegNetY400MF,4,tralo,1,125,2,112,0.7575557892552348,0.824,0.412,911,0.236,0.9999888,8.0,,nan,8.0,0.0,29,29,26,3,26,3,0.896551724137931,6,7.0,0.06,0,0.104,1,0.608,2.24,1.632,2.44,lrc1e-04_noskip,0.0001,0.7490056135725762,0.8573333333333333,0.00855017568265859,-0.033333333333333326,0.104,0.104
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,86,4,74,0.36602478743763034,0.46511627906976744,0.23391812865497075,2400,0.0,0.9671545,5.0,5.0,fully_satisfied,5.0,0.0,29,5,28,1,4,1,0.8,2,5.0,15.469774,1,0.13953488372093023,0,,4.069767441860465,3.0697674418604652,9.976744186046512,lrc1e-04_noskip,0.0001,0.3815545842815669,0.5637254901960784,-0.015529796843936572,-0.09860921112631099,0.13953488372093023,0.13953488372093023
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,86,4,101,0.41595866292658606,0.5348837209302325,0.26900584795321636,2400,0.0,0.8684517,,2.0,min_excess,2.0,30.0,29,2,29,0,2,0,1.0,0,,15.134693,1,-0.1744186046511628,0,,3.86046511627907,2.511627906976744,3.2093023255813953,lrc1e-04_noskip,0.0001,0.3462893098101365,0.5168718650250798,0.06966935311644956,0.01801185590515275,0.0,0.1744186046511628
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,86,4,78,0.4160321002580541,0.5697674418604651,0.28654970760233917,2398,0.0,0.97070307,3.0,3.0,fully_satisfied,3.0,0.0,29,3,28,1,2,1,0.6666666666666666,2,3.0,13.275712,1,0.09302325581395349,0,,2.6744186046511627,1.6744186046511629,3.0697674418604652,lrc1e-04_noskip,0.0001,0.3973471766257748,0.5557455540355678,0.018684923632279304,0.014021887824897328,0.09302325581395349,0.09302325581395349
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,86,4,107,0.38487164601217827,0.5348837209302325,0.26900584795321636,2400,0.0,0.9998789,,8.0,min_excess,8.0,42.0,29,8,29,0,8,0,1.0,0,,14.240368,1,-0.2441860465116279,0,,4.255813953488372,2.7674418604651163,14.930232558139535,lrc1e-04_noskip,0.0001,0.4114904495777295,0.6084131326949385,-0.02661880356555124,-0.07352941176470595,0.0,0.2441860465116279
